xmin,ymin,xmax,ymax,confidence,class,name
595.3102416992188,275.88006591796875,1021.3099365234375,490.78302001953125,0.894853413105011,2,car
1011.4739990234375,301.96502685546875,1464.736572265625,461.21728515625,0.8917906880378723,2,car
2.246289014816284,371.99609375,528.7247314453125,613.4649658203125,0.8723606467247009,2,car
134.5706787109375,301.52886962890625,804.7415771484375,604.8038330078125,0.8626506328582764,2,car
1468.1644287109375,292.22625732421875,1607.5902099609375,376.86126708984375,0.6803825497627258,2,car
0.0,300.78717041015625,267.86676025390625,389.5521545410156,0.6629540324211121,2,car
1393.285888671875,308.63543701171875,1527.07861328125,401.3365173339844,0.659875750541687,2,car
1902.653076171875,306.71112060546875,2045.4046630859375,381.5664978027344,0.6036856174468994,2,car
1613.2315673828125,307.38006591796875,1667.9833984375,354.51611328125,0.583378255367279,2,car
979.8162231445312,303.1851501464844,1122.743408203125,354.3594665527344,0.5502125024795532,2,car
