xmin,ymin,xmax,ymax,confidence,class,name
0.0,296.4664001464844,705.9732055664062,601.9114990234375,0.9066287279129028,2,car
1709.930908203125,278.21160888671875,2043.2242431640625,495.7002868652344,0.8277095556259155,2,car
1521.5816650390625,265.6967468261719,1814.0941162109375,415.9326171875,0.7842496037483215,2,car
549.6159057617188,291.2424621582031,863.0271606445312,500.36456298828125,0.761277437210083,2,car
1416.213623046875,246.28512573242188,1642.914794921875,357.06390380859375,0.7373828887939453,2,car
603.831787109375,252.52804565429688,972.8786010742188,419.2471618652344,0.6965062022209167,2,car
925.7238159179688,261.81304931640625,1108.7437744140625,350.0519714355469,0.6819474697113037,2,car
1832.031005859375,361.29583740234375,2046.9166259765625,580.8466186523438,0.6686720252037048,2,car
1345.119873046875,259.61492919921875,1432.2685546875,319.26397705078125,0.6067278981208801,2,car
1077.5093994140625,250.2692108154297,1224.042236328125,316.31060791015625,0.596733033657074,2,car
